Sample in Buffer,Sample in Window,TRIGGER,ila_data_tx[191:0],userdata_tx_0[31:0],userdata_tx_1[31:0],ch0_txctrl2[7:0],ch1_txctrl2[7:0]
913,913,0,0000000000000000000000000000000080cb33c480cb33c4,80cb33c4,80cb33c4,00,00
914,914,0,000000000000000000000000000000002796d5212796d521,2796d521,2796d521,00,00
915,915,0,00000000000000000000000000000000be4df83dbe4df83d,be4df83d,be4df83d,00,00
916,916,0,000000000000000000000000000000008b3ddc628b3ddc62,8b3ddc62,8b3ddc62,00,00
917,917,0,0000000000000000000000000000000032d2cc0832d2cc08,32d2cc08,32d2cc08,00,00
918,918,0,00000000000000000000000000000000d5bbb53bd5bbb53b,d5bbb53b,d5bbb53b,00,00
919,919,0,0000000000000000000000000000000008799e3108799e31,08799e31,08799e31,00,00
920,920,0,00000000000000000000000000000000bb44a904bb44a904,bb44a904,bb44a904,00,00
921,921,0,00000000000000000000000000000000f9e9e1edf9e9e1ed,f9e9e1ed,f9e9e1ed,00,00
922,922,0,000000000000000000000000000000007c9591177c959117,7c959117,7c959117,00,00
923,923,0,00000000000000000000000000000000167c6e65167c6e65,167c6e65,167c6e65,00,00
924,924,0,00000000000000000000000000000000c5a60e2bc5a60e2b,c5a60e2b,c5a60e2b,00,00
925,925,0,000000000000000000000000000000001176980811769808,11769808,11769808,00,00
926,926,0,00000000000000000000000000000000c653da7bc653da7b,c653da7b,c653da7b,00,00
927,927,0,0000000000000000000000000000000040b32f6540b32f65,40b32f65,40b32f65,00,00
928,928,0,00000000000000000000000000000000ebad5abbebad5abb,ebad5abb,ebad5abb,00,00
929,929,0,000000000000000000000000000000009493870994938709,94938709,94938709,00,00
930,930,0,000000000000000000000000000000008cff040b8cff040b,8cff040b,8cff040b,00,00
931,931,0,00000000000000000000000000000000114f8dba114f8dba,114f8dba,114f8dba,00,00
932,932,0,00000000000000000000000000000000e64cc1f9e64cc1f9,e64cc1f9,e64cc1f9,00,00
933,933,0,0000000000000000000000000000000042bd531c42bd531c,42bd531c,42bd531c,00,00
934,934,0,00000000000000000000000000000000da8a8340da8a8340,da8a8340,da8a8340,00,00
935,935,0,00000000000000000000000000000000af12166baf12166b,af12166b,af12166b,00,00
936,936,0,000000000000000000000000000000006287d5ac6287d5ac,6287d5ac,6287d5ac,00,00
937,937,0,000000000000000000000000000000007894687378946873,78946873,78946873,00,00
938,938,0,00000000000000000000000000000000543c8d41543c8d41,543c8d41,543c8d41,00,00
939,939,0,00000000000000000000000000000000e0a2718be0a2718b,e0a2718b,e0a2718b,00,00
940,940,0,00000000000000000000000000000000a1a4e022a1a4e022,a1a4e022,a1a4e022,00,00
941,941,0,000000000000000000000000000000006537c1ec6537c1ec,6537c1ec,6537c1ec,00,00
942,942,0,000000000000000000000000000000003b3763173b376317,3b376317,3b376317,00,00
943,943,0,0000000000000000000000000000000031d7384531d73845,31d73845,31d73845,00,00
944,944,0,00000000000000000000000000000000f4091059f4091059,f4091059,f4091059,00,00
945,945,0,00000000000000000000000000000000eabbe6d6eabbe6d6,eabbe6d6,eabbe6d6,00,00
946,946,0,000000000000000000000000000000009409b2f99409b2f9,9409b2f9,9409b2f9,00,00
947,947,0,000000000000000000000000000000007cbbbdac7cbbbdac,7cbbbdac,7cbbbdac,00,00
948,948,0,0000000000000000000000000000000076699af376699af3,76699af3,76699af3,00,00
949,949,0,00000000000000000000000000000000d3adab29d3adab29,d3adab29,d3adab29,00,00
950,950,0,000000000000000000000000000000008b13f0d98b13f0d9,8b13f0d9,8b13f0d9,00,00
951,951,0,0000000000000000000000000000000052c7389e52c7389e,52c7389e,52c7389e,00,00
952,952,0,00000000000000000000000000000000c3b01039c3b01039,c3b01039,c3b01039,00,00
953,953,0,00000000000000000000000000000000921cf6e0921cf6e0,921cf6e0,921cf6e0,00,00
954,954,0,000000000000000000000000000000002fd04be12fd04be1,2fd04be1,2fd04be1,00,00
955,955,0,000000000000000000000000000000007aeadeb17aeadeb1,7aeadeb1,7aeadeb1,00,00
956,956,0,0000000000000000000000000000000005243d4c05243d4c,05243d4c,05243d4c,00,00
957,957,0,00000000000000000000000000000000ad3fa28dad3fa28d,ad3fa28d,ad3fa28d,00,00
958,958,0,0000000000000000000000000000000033b3d49133b3d491,33b3d491,33b3d491,00,00
959,959,0,00000000000000000000000000000000051d28fe051d28fe,051d28fe,051d28fe,00,00
960,960,0,000000000000000000000000000000008d20b90f8d20b90f,8d20b90f,8d20b90f,00,00
961,961,0,0000000000000000000000000000000031bda8e831bda8e8,31bda8e8,31bda8e8,00,00
962,962,0,00000000000000000000000000000000343af105343af105,343af105,343af105,00,00
963,963,0,00000000000000000000000000000000b6a1286db6a1286d,b6a1286d,b6a1286d,00,00
964,964,0,00000000000000000000000000000000dfc5794fdfc5794f,dfc5794f,dfc5794f,00,00
965,965,0,000000000000000000000000000000005de114cc5de114cc,5de114cc,5de114cc,00,00
966,966,0,0000000000000000000000000000000004d164d504d164d5,04d164d5,04d164d5,00,00
967,967,0,000000000000000000000000000000007dda5bd87dda5bd8,7dda5bd8,7dda5bd8,00,00
968,968,0,0000000000000000000000000000000026cf77ae26cf77ae,26cf77ae,26cf77ae,00,00
969,969,0,00000000000000000000000000000000cef4b352cef4b352,cef4b352,cef4b352,00,00
970,970,0,00000000000000000000000000000000246aed63246aed63,246aed63,246aed63,00,00
971,971,0,000000000000000000000000000000006f8c27986f8c2798,6f8c2798,6f8c2798,00,00
972,972,0,000000000000000000000000000000006ec12e4a6ec12e4a,6ec12e4a,6ec12e4a,00,00
973,973,0,000000000000000000000000000000002e737a3e2e737a3e,2e737a3e,2e737a3e,00,00
974,974,0,000000000000000000000000000000005a2175435a217543,5a217543,5a217543,00,00
975,975,0,00000000000000000000000000000000774d520a774d520a,774d520a,774d520a,00,00
976,976,0,00000000000000000000000000000000632d83da632d83da,632d83da,632d83da,00,00
977,977,0,00000000000000000000000000000000b85be62fb85be62f,b85be62f,b85be62f,00,00
978,978,0,000000000000000000000000000000000857b28a0857b28a,0857b28a,0857b28a,00,00
979,979,0,00000000000000000000000000000000db515d92db515d92,db515d92,db515d92,00,00
980,980,0,00000000000000000000000000000000efe244efefe244ef,efe244ef,efe244ef,00,00
981,981,0,00000000000000000000000000000000e6f0f9c6e6f0f9c6,e6f0f9c6,e6f0f9c6,00,00
982,982,0,0000000000000000000000000000000082e88c8082e88c80,82e88c80,82e88c80,00,00
983,983,0,0000000000000000000000000000000046a5317746a53177,46a53177,46a53177,00,00
984,984,0,0000000000000000000000000000000068c7345368c73453,68c73453,68c73453,00,00
985,985,0,000000000000000000000000000000007d1016937d101693,7d101693,7d101693,00,00
986,986,0,00000000000000000000000000000000b6a6f5dfb6a6f5df,b6a6f5df,b6a6f5df,00,00
987,987,0,00000000000000000000000000000000ffc6ea4dffc6ea4d,ffc6ea4d,ffc6ea4d,00,00
988,988,0,00000000000000000000000000000000dfe0e47ddfe0e47d,dfe0e47d,dfe0e47d,00,00
989,989,0,00000000000000000000000000000000fdf18386fdf18386,fdf18386,fdf18386,00,00
990,990,0,00000000000000000000000000000000ced82604ced82604,ced82604,ced82604,00,00
991,991,0,00000000000000000000000000000000c47e6e9dc47e6e9d,c47e6e9d,c47e6e9d,00,00
992,992,0,0000000000000000000000000000000011872e5811872e58,11872e58,11872e58,00,00
993,993,0,0000000000000000000000000000000096241a3696241a36,96241a36,96241a36,00,00
994,994,0,000000000000000000000000000000004d8fb3474d8fb347,4d8fb347,4d8fb347,00,00
995,995,0,000000000000000000000000000000005de0dd685de0dd68,5de0dd68,5de0dd68,00,00
996,996,0,0000000000000000000000000000000084d19c9d84d19c9d,84d19c9d,84d19c9d,00,00
997,997,0,0000000000000000000000000000000035da287835da2878,35da2878,35da2878,00,00
998,998,0,00000000000000000000000000000000a64f4944a64f4944,a64f4944,a64f4944,00,00
999,999,0,00000000000000000000000000000000b6bcafc9b6bcafc9,b6bcafc9,b6bcafc9,00,00
1000,1000,0,000000000000000000000000000000005fca62e75fca62e7,5fca62e7,5fca62e7,00,00
1001,1001,0,00000000000000000000000000000000f5e668a2f5e668a2,f5e668a2,f5e668a2,00,00
1002,1002,0,00000000000000000000000000000000ca52ad24ca52ad24,ca52ad24,ca52ad24,00,00
1003,1003,0,00000000000000000000000000000000e67383bfe67383bf,e67383bf,e67383bf,00,00
1004,1004,0,00000000000000000000000000000000b2a1061bb2a1061b,b2a1061b,b2a1061b,00,00
1005,1005,0,000000000000000000000000000000001d856c931d856c93,1d856c93,1d856c93,00,00
1006,1006,0,0000000000000000000000000000000080e51f7f80e51f7f,80e51f7f,80e51f7f,00,00
1007,1007,0,00000000000000000000000000000000478321b7478321b7,478321b7,478321b7,00,00
1008,1008,0,00000000000000000000000000000000a8465d3fa8465d3f,a8465d3f,a8465d3f,00,00
1009,1009,0,000000000000000000000000000000001158b4b31158b4b3,1158b4b3,1158b4b3,00,00
1010,1010,0,00000000000000000000000000000000a6462eeda6462eed,a6462eed,a6462eed,00,00
1011,1011,0,0000000000000000000000000000000056b88a6756b88a67,56b88a67,56b88a67,00,00
1012,1012,0,0000000000000000000000000000000071c8326a71c8326a,71c8326a,71c8326a,00,00
1013,1013,0,00000000000000000000000000000000000765ec000765ec,000765ec,000765ec,00,00
1014,1014,0,000000000000000000000000000000000ffc3b570ffc3b57,0ffc3b57,0ffc3b57,00,00
1015,1015,0,0000000000000000000000000000000068fe21e168fe21e1,68fe21e1,68fe21e1,00,00
1016,1016,0,000000000000000000000000000000005d0f0d115d0f0d11,5d0f0d11,5d0f0d11,00,00
1017,1017,0,00000000000000000000000000000000b4a889a6b4a889a6,b4a889a6,b4a889a6,00,00
1018,1018,0,00000000000000000000000000000000cee133b6cee133b6,cee133b6,cee133b6,00,00
1019,1019,0,00000000000000000000000000000000e461751fe461751f,e461751f,e461751f,00,00
1020,1020,0,000000000000000000000000000000001389522113895221,13895221,13895221,00,00
1021,1021,0,00000000000000000000000000000000a703c3cda703c3cd,a703c3cd,a703c3cd,00,00
1022,1022,0,00000000000000000000000000000000760e2225760e2225,760e2225,760e2225,00,00
1023,1023,0,00000000000000000000000000000000b3980ccfb3980ccf,b3980ccf,b3980ccf,00,00
